id, Blood_Bank_Name, State, District, City,Pincode, Mobile, Email,Name, Qualification , Category, Blood_Component_Available, Apheresis, Service_Time, Date_License_Obtained, Latitude, Longitude
1761,Gurdaspur Civil Hospital Blood Bank,Punjab,GURDASPUR,Gurdaspur,143521,9815418555,bloodbankchgurdaspur@gmail.com,Dr. Pooja Khosla,"MBBS, MD (Pathology)",Government,NO,NO,24x7,"30-12-1996	",32.040838,75.403333
1762,Military Hospital Blood Bank,Punjab,GURDASPUR,Pathankot,145001,8054081441,NULL,NULL,NULL,Government,NO,NO,24x7,"30-12-1996	",32.249222,75.647473
1763,Dasuya Civil Hospital Blood Bank,Punjab,HOSHIARPUR,Dasuya,144205,"09914081657	",ictcdasuya@gmail.com,"Dr. NULLmrata puri 	",MD (Pathology),Government,NO,NO,24x7,"14-10-2002	",31.807263,75.665537
1764,Garhshankar Civil Hospital Blood Bank,Punjab,HOSHIARPUR,Garshankar,144527,9815004488,ictcgarhshankar@gmail.com,Dr. Joginder Singh,NULL,Government,NO,NO,24x7,03-01-2006,31.213261,76.151158
1765,Shivam Hospital Blood Bank,Punjab,HOSHIARPUR,Hoshiarpur,146001,NULL,shivamhospital2012@gmail.com,Dr. S.K. Sharma,NULL,Private,NO,YES,24x7,"25-11-2014	",31.520779,75.900469
1766,Hoshiarpur Civil Hospital Blood Bank ,Punjab,HOSHIARPUR,Hoshiarpur,146001,NULL,bbchhsp@gmail.com, Dr. Amarjit Lal,MD (Pathology) ,Government,YES,YES,24x7,"23-10-1998	",31.530807,75.899503
1767,Bhai Ghanaiya Ji Charitable Blood Bank and Hospital,Punjab,HOSHIARPUR,Hoshiarpur,146001,9915460220,dilbagsingh.1971@yahoo.in,Dr Gurdev Singh,NULL,Charity,NO,YES,24x7,27-07-1999,31.535364,75.901668
1768,Indian Medical Association Blood Bank Hoshiarpur,Punjab,HOSHIARPUR,Hoshiarpur,146001,NULL,NULLresh_sud@rediffmail.com,"Dr. NULLresh Sood 		",MBBS,Charity,NO,NO,24x7,"27-04-2000	",31.530798,75.90642
1769,Sant Baba Rangi Ram Ji Charitable Hospital Blood Bank ,Punjab,HOSHIARPUR,Hoshiarpur,144212,9855109807,babarangirambloodbank@gmail.com,Dr. Nigabh Gulati,NULL,Charity,NO,NO,24X7,"29-03-2009	",31.675185,75.657103
1770,Mukerian Civil Hospital Blood Bank,Punjab,HOSHIARPUR,Mukerian,144211,9814868556,bloodbankmukerian@gmail.com,"Dr. Raman kumar 			",MD( Pathology ) ,Government,NO,NO,24x7,14-10-2002,31.950081,75.613623
1771,Baba Budha Sabib Cardiac Centre (BBC) Heart Care & Pruthi Hospital Blood Bank,Punjab,JALANDHAR,Jalandhar,144001,9815343035,admin@bbcheartcare.com,Dr. Jarjuginder Singh Dhigra,NULL,Private,NO,NO,24x7,24-10-2013,31.317437,75.57421
1772,Jalandhar Civil Hospital,Punjab,JALANDHAR,Jalandhar,144001,9814052476,sd71@rediffmail.com,"Dr. Gagandeep Singh 	  	",MD (Pathology),Government,YES,YES,24x7,"05-11-2009	",31.330707,75.565197
1773,Dr. Kanwaljit Singh Grover (KSG) Memorial Blood Bank ,Punjab,JALANDHAR,Jalandhar,144001,"09876708982 , 09872666177",newrubyhospitalpltd@gmail.com,Dr. Shalom,NULL,Charity,NO,NO,24x7,"09-02-1999	",31.3150872,75.5732243
1774,Military Hospital ,Punjab,JALANDHAR,Jalandhar,144005,8130105571,NULL,NULL,NULL,Government,NULL,NULL,24x7,NULL,31.2842844,75.6295921
1775,Kidney Hospital and LifeLine Medical Institutions Blood bank,Punjab,JALANDHAR,Jalandhar,144003,"09814007570, 09501024094",kidneyhospital@yahoo.com,"Dr. Garima Singh 		",MD (Pathology),Private,NO,NO,24x7,01-09-2006,31.304465,75.587635
1776,Tagore Hospital & Heart Care Center Blood Bank,Punjab,JALANDHAR,Jalandhar,144008,9872890591,tagorehospital@yahoo.com,Dr. Parneet Kaur,MBBS ,Private,YES,YES,24x7,"06-06-1997	",31.337046,75.563262
1777,Ohri Hospital Blood Bank,Punjab,JALANDHAR,Jalandhar,144001,9592165252,ohrihospital@rediffmail.com,Dr Devinder Singh Bimra,MD (Microbiology),Private,NO,NO,24x7,"18-12-1999	",31.324038,75.567511
1778,Sacred Heart Hospital Blood Bank ,Punjab,JALANDHAR,Jalandhar,144008,7696410394,shhjal@gmail.com,Dr. SoNULLm Gupta ,MD (Pathology),Charity,NO,NO,24x7,"24-12-1997	",31.363857,75.550527
1779,SGL Charitable Hospital Blood Bank,Punjab,JALANDHAR,Jalandhar,144022,"09357232032, 09876004506",sglhosp@gmail.com,Dr. Cherry Goyal,MD (Pathology),Charity,YES,YES,24x7,"27-06-2001	",31.301186,75.597155
1780,Patel Hospital Private Limited Blood Bank,Punjab,JALANDHAR,Jalandhar,144001,9876004506,gurpreet@patelhospital.com,Dr Shweta Mittal,MD (Pathology),Private,YES,YES,24x7,"27-06-2001	",31.323729,75.578156
1781,Ghai Hospital Blood Bank ,Punjab,JALANDHAR,Jalandhar,144003,9876065433,ghaihospital@yahoo.com,Dr. Bharat Bhusan,MD (Pathology),Private,NO,NO,24x7,03-03-2014,31.307531,75.567277
1782,Shree Devi Talab Mandir Charitable Hospital Blood Bank,Punjab,JALANDHAR,Jalandhar,144004,"09872883361, 09653413554",sdtmch@rediffmail.com,Dr. Ramandeep Cheema,MD (Pathology),Charity,NO,NO,24x7,30-06-2006,31.342787,75.581737
1783,Joshi Hospital and Trauma Centre Blood Bank,Punjab,JALANDHAR,Jalandhar,144001,094170-07288,bankbloodalfa@yahoo.in,Dr. Uma Seghal,NULL,Private,YES,YES,24x7,21-03-2007,31.334225,75.563308
1784,Punjab Institute of Medical Sciences (PIMS) Blood Bank,Punjab,JALANDHAR,Jalandhar ,144006,8558063129,bloodbank@pimsj.com,Dr. Harendra Jeet Singh Lamba,MD (Pathology),Charity,YES,YES,24x7,11-08-2015,31.306683,75.595821
1785,Capitol Hospital Blood Bank,Punjab,JALANDHAR,Jalandhar,144012,"09888880005, 084275-84275",capitolbloodbank@gmail.com,Dr Arshdeep Sidhu,NULL,Private,YES,YES,24x7,28-10-2014,31.364442,75.597437
1786,Johal Multispeciality Hospital Blood Bank,Punjab,JALANDHAR,Jalandhar,144005,"08146570660, 09417070660        ",johalbloodbank@gmail.com,"Dr. Shilpa K D Singh		",MD (Pathology),Private,NO,YES,24x7,"16-09-2014	",31.321636,75.632472
1787,nakodar Civil Hospital Blood Bank ,Punjab,JALANDHAR,nakodar,144040,01821 220053,smoNULLkodar@gmail.com,Dr. Harpreet Singh,MD (Pathology),Government,NO,NO,24x7,09-02-1999,31.128006,75.47587
1788,Phillaur Civil Hospital Blood Bank ,Punjab,JALANDHAR,Phillaur,144410,9814180870,ictcphillaur@gmail.com,"Dr. Sangeeta Goyal	",MD (Pathology),Government,NO,NO,24x7,"28-07-2014	",31.021583,75.790012
1789,Kapurthala Civil Hospital Blood Bank ,Punjab,KAPURTHALA,Kapurthala,144601,9417402410,ictckapurthala@gmail.com,"Dr. Prem kumar	 ",MD (Pathology) ,Government,YES,NO,24x7,23-02-1998,31.37571,75.381995
1790,Phagwara Civil Hospital Blood bank,Punjab,KAPURTHALA,Phagwara,144401,NULL,ictcphw@gmail.com,"Dr. Meenu Bedi                                                 	",MD (Microbiology),Government,NO,NO,24x7,02-02-2001,31.226118,75.76766
1791,Kapurthala Blood Donor Council Blood bank,Punjab,KAPURTHALA,Phagwara,144401,NULL,bloodbankbhagwara@gmail.com,Dr. N.P.S Makkar,MS (Surgeon),Charity,NO,NO,24x7,14-07-2004,31.219092,75.77041
1792,Khanna Civil Hospital Blood Bank ,Punjab,LUDHIANA,Khanna,141401,NULL,ictcchk@yahoo.com,Dr.Harbinder Singh,MD (Pathology),Government,NO,NO,24x7,18-09-2013,30.703465,76.222834
1793,Shri Guru Teg Bahadur Charitable Hospital,Punjab,LUDHIANA,Ludhiana,141002,NULL,gtbh1975@gmail.com,"Dr. Arvind khuraNULL	 ",MD (Pathology),Charity,YES,NO,24x7,19-09-1995,31.302247,75.572492
1794,SNS Pahawa Charitable Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141003,9876048971,NULL,NULL,NULL,Charity,NULL,NULL,24x7,NULL,30.885426,75.862185
1795,Red Cross Regional Blood Bank,Punjab,LUDHIANA,Ludhiana,141001,NULL,rcbbldh@gmail.com,Dr. G.P. Mangla,MBBS,Government,NO,NO,8:ooAm to 8:ooPM,30-12-1996,30.907375,75.841051
1796,Dayanand Medical College & Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141001,NULL,"bloodbankdmch@gmail.com, drkumarrajesh71@gmail.com",Dr. Amarjit Kaur,MBBS,Charity,YES,YES,24x7,"03-07-1990	",30.916089,75.835767
1797,Christian Medical College and Brown Memorial Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141008,NULL,bloodbankcmc@gmail.com,"Dr. Rupinder Kaur		 ",MD (Pathology),Charity,YES,YES,24x7,"04-01-1988	",30.91067,75.863458
1798,Mohan Dai Oswal Cancer Treatment & Research Foundation Blood Bank,Punjab,LUDHIANA,Ludhiana,141009,9815418555,bloodbank@mohandaioswalhospital.com,"Dr. Preeti joseph John 		",MD (Pathology),Charity,YES,YES,24x7,"10-02-1988	",30.890496,75.884942
1799,Ludhiana Civil Hospital Blood Bank ,Punjab,LUDHIANA,Ludhiana,141008,080545 01443,bloodbank64@yahoo.com,Dr. Savita,NULL,Government,YES,YES,24x7,30-12-1996,30.906634,75.859678
1800,Dr. B.L. Kapoor Memorial Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141008,"09814098338, 09888822244",komalb075@gmail.com,Dr Amrinder Sekhon,NULL,Private,NO,NO,24x7,11-03-2002,30.920492,75.849864
1801,Deepak Memorial Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141001,"08872420136	",info.deepakhospital@gmail.com,"Dr. Taranjeet Kanda 	",MD (Pathology) ,Charity,NO,NO,24x7,"11-10-2002	",30.892357,75.811069
1802,Shri Krishna Charitable Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141002,9814868556,"shrikrishNULLhospitalludhiaNULL@gmail.com, sudarshanbbsindia@gmail.com",Dr. ReeNULL Garg,MD (Pathology),Charity,YES,YES,24x7,"06-06-2003	",30.888281,75.845858
1803,Fortis Hospital Blood Bank ,Punjab,LUDHIANA,Ludhiana,141015,7087431444,bloodbank.ldh@fortishealthcare.com," Dr. HeeNULLkshi Sharma		",MD (Pathology),Private,YES,YES,24x7,25-05-2015,30.889292,75.935144
1804,Satguru Pratap Singh Hospital (SPS) Blood Bank,Punjab,LUDHIANA,Ludhiana,141001,088720 27036,"hitishNULLrang@gmail.com, info@spshospitals.com","Dr .Hitish NULLrang 			",MD (Pathology),Private,YES,YES,24x7,"02-09-2005	",30.883346,75.887705
1805,Deep Nursing Home and Children Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141002,9878408331,"bloodbank_deephospital@rediffmail.com	","Dr. Savita Jain 	",MD-Pathology ,Private,YES,YES,24x7,"01-01-2008	",30.88946,75.837507
1806,Shree Ragunath Hospital Blood Bank,Punjab,LUDHIANA,Ludhiana,141012,"09814023815, 09815491587","bhupinderk2000@yahoo.co.in, rkbansalldh@yahoo.co.in",Dr. Bhupinder kaur,MD (Pathology),Charity,YES,NO,24x7,16-10-2015,30.888778,75.795876
1807,Civil Hospital Samrala,Punjab,LUDHIANA,Samrala,141114,8146570660,NULL,NULL,NULL,Government,NULL,NULL, Delicensed -Converted for blood storage center for transient period ,NULL,0,0
1808,Mansa Civil Hospital Blood Bank ,Punjab,MANSA,Mansa,151505,NULL,bloodbanksmansa@gmail.com,Dr. Sushma Goyal,MD (Pathology),Government,YES,NO,24x7,30-12-1996,29.985368,75.40316
1809,Moga Civil Hospital Blood Bank ,Punjab,MOGA,Moga,142001,9872990328,bbch.moga@hotmail.com,Dr. Sumi Gupta,MD (Microbiology),Government,YES,NO,24x7,02-02-2001,30.811673,75.169349
1810,Banga Civil Hospital Blood Bank ,Punjab,NAWANSHAHR,Banga,144505,9463282194,bloodbankbanga@gmail.com,Dr. Tejinderpal Singh,MD (Pathology),Government,NO,NO,24x7,"30-08-2001	",31.184344,75.995988
1811,Guru nanak Mission Hospital Blood Bank,Punjab,NAWANSHAHR,Dhahan Kaleeran,144505,9041008101,"gnmh_dk@rediffmail.com, niveditagujral@gmail.com",Dr. Nivedita Gujral ,MD (Pathology),Charity,NO,NO,24x7,23-04-2003,31.193742,75.948973
1812,"Blood Donors Council, Blood Bank ",Punjab,NAWANSHAHR,nawanshahar,144514,9815498000,"bdcnsr@hotmail.com, bdcnsr@gmail.com",Dr. Ashok Kumar,MD (Pathology),Charity,NO,NO,24x7,04-04-1995,31.118537,76.116853
1813,Pathankot Civil Hospital Blood Bank ,Punjab,PATHANKOT,Pathankot,145001,NULL,bloodbankchptk@gmail.com,Dr. Surinder Kumar,MD (Pathology),Government,YES,NO,24x7,01-01-1997,32.2824637,75.6529524
1814,Chintpurni Medical College and Hospital Blood Bank,Punjab,PATHANKOT,Pathankot,145001,NULL,cmch.bb@gmail.com,Dr Pradeep Khajuria,MD (Pathology),Charity,NO,NO,24x7,"24-08-2012	",32.306064,75.757861
1815,nabha Civil Hospital Blood Bank,Punjab,PATIALA,nabha,147201,9814190308,chnbha@gmail.com,Dr. Dalbir Singh,MD (Pathology),Government,NO,NO,24x7,"30-08-2001	",30.370999,76.146125
1816,Government Medical College and Rajindra Hospital Blood Bank,Punjab,PATIALA,Patiala,147001,9417153259,bloodbankrhp@gmail.com,Dr. Kanchan Baradwaj,NULL,Government,YES,YES,24x7,"04-01-1988	",30.327696,76.386153
1817,Military Hospital Blood Bank,Punjab,PATIALA,Patiala,147001,9872461083,NULL,NULL,NULL,Government,NULL,NULL,N/A,NULL,30.326207,76.382177
1818,Life Line Blood Centre,Punjab,PATIALA,Patiala,147003,9914003848,rimpreet@yahoo.com,"Dr. Rimpreet Singh Walia 			",DNB (Blood Transfusion & Immunohematology),Charity,YES,YES,24x7,"21-11-2005	",30.343682,76.399514
1819,Gian Sagar Medical College and Hospital Blood Bank,Punjab,PATIALA,Patiala,140601,NULL,"hodbloodbank@giansagar.com, bloodbank.gsmch@yahoo.com",Dr. SoNULLm Kansay,MD (Transfusion Medicine),Charity,YES,YES,24x7,"29-03-2012	",30.528959,76.671462
1820,Rajpura Civil Hospital Blood Bank,Punjab,PATIALA,Rajpura Town,140401,9872803453,bloodbankchrajpura@gmail.com,Dr. Anju KhuraNULL,MD (Pathology),Government,NO,NO,24x7,"23-10-1996	",30.478441,76.584065
1821,Ananadpur Sahib Civil Hospital Blood Bank,Punjab,RUPnaGAR,Anandpur Sahib,140118,9815315243,chaNULLndpursahib1@gmail.com,"Dr. Swarnjit Singh 		", MD (Pharmacology),Government,NO,NO,24x7,"18-11-2003	",31.238973,76.494595
1822,BBMB Hospital Blood Bank,Punjab,RUPnaGAR,nangal,140124,"09417026767, 09417064672",chNULLngal@gmail.com,"Dr. P.P. Singh 			",MBBS,Government,NO,NO,24x7,02-03-2004,31.382789,76.364112
1823,Rupnagar Civil Hospital Blood Bank ,Punjab,RUPnaGAR,Rupnagar,140001,9876708982,bbchrpr@yahoo.com,"Dr.Gurwinder kaur 		",MD (Pathology),Government,YES,NO,24x7,"25-08-2003	",30.966052,76.52516
1824,Kharar Civil Hospital Blood Bank,Punjab,S.A.S nagar (Mohali),Kharar,140301,9855031102,ictcchkharar@gmail.com,"Dr. Ranjeet Randhawa 		","MBBS, MD (Pathologist) ",Government,YES,NO,24x7,"05-04-2002	",30.752837,76.632796
1825,Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank,Punjab,S.A.S nagar (Mohali),Mohali,140308,8725001326,sghsbloodbank@gmail.com,"Dr. Gurmeet  Singh		",MD (Pathology),Charity,YES,YES,24x7,"03-03-2014	",30.69336,76.698763
1826,"Fortis Hospital Mohali, Blood Bank",Punjab,S.A.S nagar (Mohali),Mohali,160062,9357232032,gopal.uniyal@fortishealthcare.com,Dr. Apra Kalra,MD (Pathology),Private,YES,YES,24x7,"16-07-2001	",30.694086,76.730141
1827,Silver Oaks Hospital Blood Bank,Punjab,S.A.S nagar (Mohali),Mohali,160063,7696040405,silveroakslab@yahoo.in,"Dr. Manjhari Bhargava		",MD (Gyanecology),Private,NO,NO,24x7,"03-06-2001	",30.692232,76.733098
1828,Grecian Super Speciality Hospital Blood Bank,Punjab,S.A.S nagar (Mohali),Mohali,160062,"09815157018, 09501620619",hadlabgrecian@gmail.com,Dr Sanjeev Garg,NULL,Private,NO,NO,24x7,"09-10-2006	",30.691127,76.723553
1829,Ivy Health and Life Sciences Private Limited,Punjab,S.A.S nagar (Mohali),Mohali,160071,"07508699443	","headbloodbank@ivyhospital.com, bloodbank@ivyhospital.com","Dr. Varun Hatwal		",MD (Pathology),Private,YES,YES,24x7,"16-10-2008	",30.706958,76.708016
1830,Max Super Specialty Hospital Blood Bank,Punjab,S.A.S nagar (Mohali),Mohali,160055,9815073734,kuldeep.singh@maxhealthcare.com,Dr .Kuldeep Singh,MBBS,Private,YES,YES,24x7,"05-04-2012	",30.73975,76.714419
1831,Mohali Civil Hospital Blood Bank,Punjab,S.A.S nagar (Mohali),SAS nagar,160055,9463448383,bloodbankmohali@gmail.com,Dr. Goldy Chabra,MD (Pathology),Government,NO,YES,24x7,"05-11-2009	",30.739307,76.713957
1832,Malerkotla Civil Hospital Blood Bank ,Punjab,SANGRUR,Malerkotla,148023,01675 253057,civilhospitalmalerkotla@gmail.com,Dr. Jyoti Kapur,MD (Pathology),Government,NO,NO,24x7,03-02-1993,30.26952,75.809513
1833,Civil Hospital Blood Bank,Punjab,SANGRUR,Mandi Gobind Garh,147301,9814190308,smochNULLbha@gmail.com,NULL,NULL,Government,NULL,NULL,NON FUNCTIONULLL-APPLIED FOR STORAGE CENTER,NULL,30.668559,76.294889
1834,Sangrur Civil Hospital Blood Bank ,Punjab,SANGRUR,Sangrur,148001,095924 97905,bloodbanksangrur@gmail.com,"Dr. Surbhi 	",MD (Pathology),Government,NULL,NO,24x7,"13-04-2006	",30.251874,75.836328
1835,Muktsar Civil Hospital Blood Bank ,Punjab,SRI MUKTSAR SAHIB,Muktsar,152026,094641-42424,bloodbankchmuktsar@gmail.com,Dr Ramesh Kumar,MD (Pathology),Government,YES,NO,24x7,09-11-2004,30.463286,74.537174
1836,Patti Civil Hospital Blood Bank ,Punjab,Tarn Taran,Patti,143416,9878683585,civilhospitalpatti@yahoo.in,"Dr. Gurpreet Singh	",MD (Pathology),Government,NO,NO,24x7,"31-01-2011	",31.274623,74.853386
1837,Tarn Taran Civil Hospital Blood Bank ,Punjab,Tarn Taran,Tarn Taran,143401,9779780854,bloodbanktarntaran@gmail.com,Dr. Shivani Kundal,NULL,Government,YES,NO,24x7,"24-05-2010	",31.458838,74.923433
1838,Guru nanak Dev Super Speciality Hospital Blood Bank,Punjab,Tarn Taran,Tarn Taran,143401,8872089100,gndssh.bb@gmail.com,Dr. Gagandeep Singh,NULL,Private,YES,YES,24x7,25-05-2015,31.446706,74.937133
1839,Amrit Kaur Government Hospital Blood Bank,Rajasthan,AJMER, Beawar,305901,"09460803698, 09468562048",pmoakh@rediffmail.com,Dr. Mukul Rajvanshy,MD,Government,NO,NO,24x7,13-12-2010,26.080635,74.326431
1840,J.L.N. and A.G. Hospital Blood Bank,Rajasthan,AJMER,Ajmer,305004,9414588664,jlnbloodbank@gmail.com,Dr.Rashmi Sharma,NULL,Government,YES,NO,24x7,"2013	",26.469566,74.636014
1841,North Western Railway Hospital Blood Bank,Rajasthan,AJMER,Ajmer,305001,NULL,bloodbanknwrajmer@gmail.com,Dr. Ajeet Singh,NULL,Government,NO,NO,24x7,04-07-1905,26.439622,74.639781
1842,Military Hospital Blood Bank,Rajasthan,AJMER,Ajmer,305601,9001196502,NULL,NULL,NULL,Government,NULL,NULL,24x7,NULL,26.310265,74.727086
1843,"RAJKIYA MAHILA CHIKITSALAYA, AJMER",Rajasthan,AJMER,Ajmer,305001,9460022606,bloodbankrmcajmer@gmail.com,Dr Shweta Khandelwal,NULL,Government,NO,NO,24X7,10-08-2006,26.52447481,74.66235606
1844,Mittal Hospital and Research Centre Blood Bank,Rajasthan,AJMER,Ajmer,305004,"09414009378, 09828162142",info@mittalhospital.com,Dr. Madhu Kabra ,NULL,Private,YES,NULL,24x7,NULL,26.474396,74.612285
1845,Government Y.N. Hospital Blood Bank,Rajasthan,AJMER,Kishangarh,305801,9414506583,bloodbankynh@gmail.com,Dr. Anil Kumar Jain,M.D,Government,NO,NO,24x7,NULL,26.581635,74.861008
1846,Rajiv Gandhi Government General Hospital Blood Bank,Rajasthan,ALWAR,Alwar,301001,9414325671,bloodbankalwar@gmail.com,Dr. Tarun Yadav,MD,Government,NO,NO,24x7,NULL,27.57247,76.458792
1847,Seth Makhan Lal Mahawar Charitable Blood Bank Society,Rajasthan,ALWAR,Alwar,301001,9414025841,"smmbbsalwar@yahoo.in, bloodbankalwar@yahoo.com",Dr.Chandra Shekhar Sharma,NULL,Charity,YES,YES,24x7,02-07-1905,27.550891,76.615215
1848,Kailash Hospital Blood Bank,Rajasthan,ALWAR,Behror,301701,9414100844,"kailash.behror@kailashhealthcare.com, ms.behror@kailashhospital.com",Dr. Abhishek Mathur,MD,Private,YES,YES,24x7,2015 JAN,27.88214,76.286106
1849,Mahatma Gandhi Government Hospital Blood Bank,Rajasthan,BANSWARA,Banswara,327001,"09414220187, 09414220185",NULL,Dr. N L Charpota,MD,Government,NO,NO,24x7,NULL,23.553246,74.442491
1850,"Baran Government Hospital, Blood bank",Rajasthan,BARAN,Baran,325205,9414762599,ictc_govthospital.baran@yahoo.com,Dr. Sumit Pruthy,MD,Government,NO,NO,24x7,NULL,25.104377,76.503388
1851,Barmer Government Hospital Blood Bank,Rajasthan,BARMER,Barmer,344001,9351480785,bbbarmer@gmail.com,"Dr. M.L Khatri	",MD,Government,NO,NO,24x7,NULL,25.7505,71.396354
1852,R. B. M. Hospital Blood bank,Rajasthan,BHARATPUR,Bharatpur,321001,9784223733,bloodbankrbmbharatpur@gmail.com, Dr. Mahender Kumar Sharma,MD,Government,NO,NO,24x7,2012 dec,27.22366,77.506446
1853,Raj Blood Bank Society,Rajasthan,BHARATPUR,Bharatpur,321001,"09001994820, 09414043831",doctor.vinod.bansal@gmail.com,Dr. Vinod Bansal ,MD,Government,YES,NO,24x7,"2011	",0,0
1854,Jindal Super Speciality Hospital Blood Bank,Rajasthan,BHARATPUR,Bharatpur,321001,9414180505,"bbraj2496@gmail.com, jindallabbtp@gmail.com",Dr. Swetra Goyal,MD,Private,YES,YES,24x7,"10-03-2015	",27.230266,77.477799
1855,Mahatma Gandhi Hospital Blood Bank,Rajasthan,BHILWARA,Bhilwara,311001,9887750361,bloodbank.bhl@gmail.com,Dr. Anil Kumar Laddha,MD,Government,NO,NO,24x7,NULL,25.347562,74.641874
1856,Bhupal Singh Dhariwal Memorial Blood Bank ,Rajasthan,BHILWARA,Bhilwara,311001,9799842376,drdeeptidhariwal@yahoo.co.in,Dr. Deepti Dhariwal,MD,Charity,NO,NO,24x7,NULL,25.358359,74.645124
1857,Ram Snehi Hospital Blood Bank ,Rajasthan,BHILWARA,Bhilwara,311001,9414218849,ramsnehi@gmail.com,Dr. V.K. Vyas ,MBBS,Charity,YES,NO,9 am to 7 pm (7 days),05-07-1905,25.349758,74.643888
1858,Prince Bijoy Memorial Man&#39;s Hospital Blood bank,Rajasthan,BIKANER,Bikaner,334001,9414084387,NULL,Dr. Dev Raj Arya,MD,Government,YES,YES,24x7,NULL,28.012378,73.327022
1859,Sanjeevani Jan Sewa Samiti Blood Bank,Rajasthan,BIKANER,Bikaner,334001,9414846088,sanjiwanibloodbank@gmail.com,Dr R K Vijay,NULL,Charity,NO,NO,8 am to 6 pm (7 days),NULL,28.011857,73.354305
1860,Kothari Medical Centre and Research Institute Blood Bank,Rajasthan,BIKANER,Bikaner,334004,N/A,NULL,"Dr. Vishnu Purohit	",MD,Private,NO,NO,24x7,"2012	",28.02578,73.298469
1861,P.B.S.S.General Hospital Blood Bank,Rajasthan,BUNDI,Bundi,323001,9828030210,govtbloodbankbumdi@gmail.com,Dr K.R. Baseta,NULL,Government,NO,NULL,24x7,NULL,25.441477,75.644144
1862,Shree Sanwaliyaji Government Hospital Blood Bank,Rajasthan,CHITTORGARH,Chittorgarh,312001,NULL,thepmochittorgarh@yahoo.com,Dr Anil Saini,NULL,Government,NO,NULL,24x7,NULL,24.619153,74.681808
1863,Rajasthan Atomic Power Station (R.A.P.S) Hospital Blood Bank ,Rajasthan,CHITTORGARH,Rawatbhata,323307,NULL,abmathur@npcil.com,Dr Anil Mathur,MD,Government,NO,NO,24x7,"2011	",24.873676,75.617899
1864,Government D.B. Hospital Blood Bank,Rajasthan,CHURU,Churu,311001,"09887750361, 09660932215",bloodbank.rtgh@gmail.com,Dr. NULLresh ,MBBS,Government,NO,NO,24x7,NULL,28.28984,74.959757
1865,Ratangarh General Hospital Blood Bank,Rajasthan,CHURU,Ratangarh,331022,9414080853,bloodbank.rtgh@gmail.com,Dr NULLresh Kumar,NULL,Government,NO,NO,24x7,01-12-2012,28.07138,74.623013
1866,Lion Charitable Trust Blood Bank,Rajasthan,CHURU,Sujangarh,331507,9784000132,lctbloodbanksujangarh@gmail.com,Dr. SatyaNULLrayan bajaj,NULL,Charity,NO,NO,24x7,"2014	",27.697179,74.471967
1867,Shri Ramkaran Joshi General Hospital Bood bank,Rajasthan,DAUSA,Dausa,303303,"087410 11022, 09828035733",bbdausa2014@gmail.com,Dr. K C Sharma,NULL,Government,NO,NO,24x7,NULL,26.883949,76.335767
1868,Dholpur Government Hospital,Rajasthan,DHOLPUR,Dholpur,328001,9799045946,dhbloodbank@gmail.com,Dr. Anuj Gupta ,MBBS,Government,NO,NO,24x7,04-07-2011,26.690079,77.899636
1869,Shri Haridev Joshi General Hospital Blood bank,Rajasthan,DUNGARPUR,Dungarpur,314001,9829237372,dungunpurbloodbank@gmail.com,Dr. Rajesh Sariys,MBBS,Government,NO,YES,24x7,"22-05-2012	",23.858847,73.71089
1870,Life Line Blood Bank,Rajasthan,HANUMANGARH,Hanumangarh,335512,9314207889,bloodbanklifeline@gmail.com,Dr R L Beniwal,DIPLOMA IN CLINICAL PATHOLOGY,Charity,NO,NO,24x7,"2012	",29.609166,74.297906
1871,District Hospital Blood Bank,Rajasthan,HANUMANGARH,Hanumangarh,335512,9414063157,bloodbankhanumangarg@gmail.com,Dr. Praveen Verma ,DIPLOMA IN CLINICAL PATHOLOGY,Government,NO,NO,24x7,NULL,0,0
1872,Sawai Man Singh (S.M.S) Hospital Blood Bank,Rajasthan,JAIPUR,Jaipur,302004,9887760510,bloodbanksms@gmail.com,Dr. RachNULL NULLrain,MD,Government,YES,YES,24x7,01-01-2013,26.906044,75.816216
1873,Santokba Durlabhji Medical Hopsital Blood bank,Rajasthan,JAIPUR,Jaipur,302015,9414043886,dineshchaturvedi36@yahoo.in,Dr. G.N. Gupta   ,MD,Charity,YES,NULL,24x7,05-07-1905,26.893786,75.812174
1874,Government Mahila Chikitsalaya Blood Bank,Rajasthan,JAIPUR,Jaipur,302003,9929607025,bbmcs@gmail.com,Dr. Bheem Singh MeeNULL,"MBBS, MD",Government,NO,NO,24x7,"01-01-2013	",26.914775,75.824649
1875,Zanana Hospital Blood Bank,Rajasthan,JAIPUR,Jaipur,302006,9772846146,bloodbankzh@gmail.com,Dr. Amit Sharma ,MD,Government,NO,NO,24x7,03-07-1905,26.925927,75.806748
